Subject	congruent_RT.mean	incongruent_RT.mean	neutral_RT.mean	congruent_Accuracy.mean	incongruent_Accuracy.mean	neutral_Accuracy.mean	FlankerEffect_RT	FlankerEffect_ACC	congruent_Accuracy.mean_z	incongruent_Accuracy.mean_z	neutral_Accuracy.mean_z
12028	532.5989328181834	661.0972222222222	477.509268310495	0.8125	0.75	0.84375	128.49828940403881	-0.0625	-3.7141040555465814	-1.3392725414422153	-2.8173145190769238
12050	654.1772151898734	901.2307692307693	681.2860339522003	0.8229166666666666	0.28125	0.8333333333333334	247.05355404089585	-0.5416666666666666	-3.476212078816402	-5.063325434905768	-3.0405954622900735
12103	657.5833333333334	743	717.21875	0.75	0.17708333333333334	0.6875	85.41666666666663	-0.5729166666666666	-5.141455915927662	-5.8908927445643355	-6.1665286672741795
12122	722.0036718209352	1025.6666666666667	728.0212765957447	0.9791666666666666	0.28125	0.9791666666666666	303.66299484573153	-0.6979166666666666	0.09216757213630024	-5.063325434905768	0.08533774269403034
12135	709.390625	706.1020408163265	646.6229508196722	0.6666666666666666	0.5104166666666666	0.6354166666666666	-3.2885841836734926	-0.15625	-7.044591729769105	-3.2426773536569202	-7.282933383339932
12143	641.2727272727273	724.25	617.2782790187786	0.9166666666666666	0.7083333333333334	0.78125	82.97727272727275	-0.20833333333333326	-1.3351842882447809	-1.670299465305642	-4.157000178355826
12175	608.6493506493506	879.8695652173913	617.3048780487804	0.8020833333333334	0.25	0.875	271.22021456804066	-0.5520833333333334	-3.951996032276761	-5.311595627803339	-2.147471689437473
12269	781.6582278481013	807.6623376623377	699.7402597402597	0.8229166666666666	0.8020833333333334	0.8020833333333334	26.004109814236358	-0.02083333333333326	-3.476212078816402	-0.9254888866129314	-3.7104382919295245
