Subject	congruent_RT.mean	incongruent_RT.mean	neutral_RT.mean	congruent_Accuracy.mean	incongruent_Accuracy.mean	neutral_Accuracy.mean	FlankerEffect_RT	FlankerEffect_ACC	FlankerBin
12183	639.2380403182161	794.945054945055	579.7077323093505	0.9900990099009901	0.8921568627450981	0.98	155.70701462683883	-0.097942147155892	7.696078431372549
12184	678.1264715450328	823.030303030303	722.3754391965067	1	0.6875	0.9813084112149533	144.9038314852702	-0.3125	10.552083333333334
12186	641.8088130745261	766.047619047619	662.0879120879121	0.978494623655914	0.9130434782608695	0.978494623655914	124.2388059730929	-0.06545114539504449	7.25
12187	538.8786154491579	591.1100871883302	517.0737771487865	1	0.9897959183673469	1	52.23147173917232	-0.010204081632653073	4.857142857142857
12194	609.7404173546594	834.0246913580247	617.9695167767724	0.9775280898876404	0.8617021276595744	0.9468085106382979	224.28427400336534	-0.11582596222806596	9.48936170212766
12195	486.0686546769758	534.3689565834314	476.5612244897959	1	0.9795918367346939	1	48.300301906455616	-0.020408163265306145	4.8979591836734695
12202	477.3507221596359	609.1569076611837	465.81166358659334	1	0.9175257731958762	1	131.80618550154782	-0.08247422680412375	7.804123711340206
12203	552.3599148511104	713.1686746987951	576.023354329002	1	0.9021739130434783	0.9895833333333334	160.80875984768477	-0.09782608695652173	8.119565217391305
12204	456.2180499119149	517.2800416242487	441.61357395021184	0.9897959183673469	0.9489795918367347	0.9897959183673469	61.06199171233385	-0.04081632653061218	5.836734693877551
12207	547.1134020618557	652.0106382978723	531.0942593253767	0.9897959183673469	0.9591836734693877	0.979381443298969	104.89723623601662	-0.030612244897959218	6.418367346938775
12211	526.503761231636	597.8335028353719	520.1938775510204	1	1	1	71.3297416037359	0	5.072164948453608
12216	640.8094905186795	866.9054054054054	644.6686901692633	1	0.6915887850467289	1	226.09591488672595	-0.30841121495327106	11.392523364485982
12218	466.2102299575836	560.8600081085868	479.7801704983293	0.9897959183673469	0.8775510204081632	0.9693877551020408	94.64977815100326	-0.11224489795918369	7.857142857142857
12220	521.8843272386626	560.7032235193295	503.6312108741918	0.9896907216494846	0.9795918367346939	1	38.81889628066688	-0.010098884914790718	4.86734693877551
12222	563.965023161969	613.0710799128159	553.0985302268531	1	0.9795918367346939	0.9895833333333334	49.10605675084685	-0.020408163265306145	4.744897959183674
12223	481.887596994311	634.021052631579	475.6042258452935	1	0.95	1	152.13345563726796	-0.050000000000000044	7.83
12225	530.9912107417925	738.7956989247311	499.2499243123891	1	0.9117647058823529	0.9902912621359223	207.8044881829386	-0.08823529411764708	7.8431372549019605
12227	530.5979381443299	608.5154627344724	522.1817858092311	0.9897959183673469	0.9897959183673469	1	77.91752459014253	0	5.357142857142857
12230	528.340779691865	637.763440860215	517.6095137168363	1	0.9587628865979382	1	109.42266116835003	-0.04123711340206182	6.948453608247423
12232	471.00677139274427	665.2386363636364	467.647029746661	0.9897959183673469	0.9072164948453608	0.9795918367346939	194.2318649708921	-0.0825794235219861	8.34020618556701
12235	488.5665649024905	608.9262826444798	466.91752577319585	1	0.9489795918367347	1	120.3597177419893	-0.05102040816326525	7.489795918367347
12236	579.6800230341049	668.7635148825683	599.2417795146457	0.9900990099009901	0.9603960396039604	0.9901960784313726	89.08349184846338	-0.02970297029702973	5.673267326732673
12237	652.4920839844763	696.9230769230769	611.2479981463182	1	0.9578947368421052	1	44.43099293860064	-0.04210526315789476	5.1157894736842104
12238	550.4965058094815	731.488842444997	575.0734671528327	0.9807692307692307	0.8979591836734694	1	180.99233663551547	-0.08281004709576134	8.306122448979592
12239	619.7209652609698	752.4545454545455	583.0749335965144	1	0.9361702127659575	1	132.73358019357568	-0.06382978723404253	6.829787234042553
12240	550.7474747474747	649.0105263157894	507.9728646874183	0.99	0.9693877551020408	1	98.26305156831472	-0.02061224489795921	5.846938775510204
12241	490.85952629709845	647.2516687429202	487.3209624374626	0.9896907216494846	0.8762886597938144	1	156.39214244582172	-0.11340206185567014	8.144329896907216
12242	541.6288502622901	731.0112359550562	545.11	0.98989898989899	0.9468085106382979	1	189.3823856927661	-0.043090479260692094	8
12243	730.7385591672708	843.53125	716.4255484706737	1	1	1	112.79269083272925	0	5.666666666666667
12245	506.4020618556701	610.1443298969073	511.01398465072384	0.9797979797979798	0.97	0.98989898989899	103.74226804123714	-0.009797979797979806	6.39
12246	565.3696433934283	659.3548387096774	576.8265306122449	0.9690721649484536	0.9789473684210527	1	93.98519531624913	0.00987520347259907	5.968421052631579
12247	613.2578413513107	665.4574468085107	613.0556649511096	1	0.9306930693069307	1	52.19960545719994	-0.06930693069306926	5.405940594059406
12249	540.4385621785096	597.1564800392116	506.32034750638354	1	0.9897959183673469	1	56.71791786070196	-0.010204081632653073	5
12250	763.9519230769231	872.013698630137	767.3904761904762	0.9811320754716981	0.73	0.9545454545454546	108.06177555321392	-0.25113207547169814	9.4
12251	581.0865100379646	708.8795180722891	568.0057987225081	1	0.8383838383838383	0.9807692307692307	127.79300803432454	-0.16161616161616166	7.97979797979798
12252	540.8390388493332	681.6339220566614	532.4939252850315	0.9902912621359223	0.9696969696969697	1	140.7948832073282	-0.02059429243895261	6.838383838383838
12253	565.969387755102	667.3571428571429	551.9219801848293	1	1	1	101.38775510204084	0	5.948979591836735
12254	505.64936406578585	582.5202109892509	481.23776926654483	1	1	0.9897959183673469	76.87084692346508	0	5.724489795918367
12255	568.3967857664608	629.9166666666666	534.5653294214371	1	0.9896907216494846	0.9895833333333334	61.51988090020586	-0.010309278350515427	4.896907216494846
12256	611.8166410856335	706.928070272022	581.0333878996078	1	1	0.9797979797979798	95.11142918638848	0	5.16
12257	571.9315845139043	666.8659793814433	552.440252368765	1	1	1	94.93439486753891	0	5.597938144329897
12258	557.9103216059538	721.6266617703014	565.0591088188316	1	0.9583333333333334	1	163.71634016434768	-0.04166666666666663	7.791666666666667
12259	519.237744991051	614.5026092680386	521.6742736685533	0.98	0.9583333333333334	0.98	95.26486427698751	-0.021666666666666612	6.114583333333333
12260	552.9078183481705	643.7436032925563	521.2803211425028	1	0.9896907216494846	1	90.83578494438575	-0.010309278350515427	5.77319587628866
12261	668.7717770324168	727.15	636.4	0.968421052631579	0.9302325581395349	1	58.378222967583156	-0.03818849449204409	5.8023255813953485
12262	625.4383467750808	656.4263694448276	589.1371138960902	0.9895833333333334	0.968421052631579	0.9791666666666666	30.988022669746783	-0.02116228070175441	4.484210526315789
12263	502.5408163265306	607.6243959633966	493.5612244897959	1	0.9587628865979382	1	105.08357963686603	-0.04123711340206182	6.701030927835052
12264	549.9398498962258	613.8058241344822	556.8633719766593	0.9895833333333334	0.9693877551020408	0.9897959183673469	63.8659742382564	-0.020195578231292588	5.448979591836735
12266	733.7340425531914	877.8876404494382	674.0604713874772	0.9894736842105263	0.967391304347826	0.9895833333333334	144.15359789624677	-0.02208237986270023	6.5978260869565215
12267	610.2783505154639	675.4895833333334	589.4327183189838	1	0.9896907216494846	1	65.21123281786947	-0.010309278350515427	4.989690721649485
12269	780.4938271604939	814.4303797468355	697.2658227848101	0.9759036144578314	0.9518072289156626	0.9294117647058824	33.93655258634158	-0.024096385542168752	5.192771084337349
12270	529.7258010054111	639.4301075268817	468.03801356168844	0.9795918367346939	0.96875	0.9897959183673469	109.70430652147058	-0.010841836734693855	6.1875
12271	458.5886302164738	588.488445027772	442.0180314926829	0.9897959183673469	0.865979381443299	0.9897959183673469	129.89981481129814	-0.12381653692404793	8.484536082474227
12272	612.6150283335181	749.4948453608248	598.5050505050505	1	0.9603960396039604	0.99	136.87981702730667	-0.03960396039603964	6.9504950495049505
12274	522.9100731914583	646.9546390548666	524.7204301075269	1	0.9175257731958762	0.96875	124.04456586340825	-0.08247422680412375	7.298969072164948
12275	623.060606060606	717.9578947368421	590.4210794455487	1	0.9595959595959596	0.9897959183673469	94.89728867623614	-0.04040404040404044	5.525252525252525
12280	786.1615384615385	915.3010752688172	809.3145161290323	0.9701492537313433	0.8017241379310345	0.9393939393939394	129.13953680727866	-0.16842511580030883	8.189655172413794
12282	605.4492450281723	734.145840772015	570.1941315636611	1	0.9489795918367347	1	128.69659574384275	-0.05102040816326525	6.785714285714286
12284	449.853552772179	526.2963980510847	443.85391053389293	1	0.9897959183673469	1	76.44284527890568	-0.010204081632653073	5.857142857142857
